review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source,final_category,label_method
"A very poor app. It's not like they are posting pick me to go from Dehiwala to Colombo, they are setting up rides.. They showed 5/6 three-wheelers on the map. No matter how much we paid, they are going...why can't they set up. A very poor app. Uber is better than pick me",5,2025-10-25 05:37:52,English,Negative,0.9997,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3376697599887848,App Bugs,low,271,zero-shot-bart-large-mnli,App Bugs,keyword_rule
this is very bad app,1,2025-10-24 20:30:56,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2924466133117676,App Bugs,low,20,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"placed a food order over two and a half hours ago, but it still hasn’t been delivered. The restaurant confirmed that the food is ready, but the delivery partner has not come to pick it up. I have tried contacting PickMe support through calls and the emergency helpline several times, but I haven’t received any response. This delay and lack of communication are very disappointing and frustrating. Please look into this issue urgently and let me know what happened with my order",1,2025-10-24 18:44:56,English,Negative,0.9988,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.5289709568023682,Delivery Issues,medium,478,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
Please remove all ads..!,4,2025-10-24 08:56:46,English,Negative,0.9994,NEGATIVE,"privacy, security, data, account safety",0.5141929388046265,Privacy & Security,medium,24,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
bidding system is unfair . less and less drivers aswell,1,2025-10-23 15:47:42,English,Negative,0.9996,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.4790175557136535,Pricing & Bidding,medium,55,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"very bad customer service . I had an issue with that driver when I reached to the hotline .The ticket was closed without even talking or proper inquiry about the incident . also tried calling their hotline ,that isn't working either .really frustrated about it .",1,2025-10-23 11:27:31,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7261277437210083,Driver Behavior & Safety,high,262,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
worst app ever. No support when it comes to specially food delivery services. Drivers are so arrogant and don't deliver on time.,1,2025-10-22 23:22:22,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6657382845878601,Driver Behavior & Safety,high,128,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Try to update mobile number in my account but app crashed Please fix that issue. Gives 4 star service was amazing and easy for busy lifestyle But later bookings was not perfect and cannot find sometime vehicle I already faced that issue ones,4,2025-10-22 16:04:40,English,Negative,0.9978,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4845979511737823,App Bugs,medium,241,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Absolutely dislike the 'bidding' feature. It makes it difficult to find a taxi at a fair price.,2,2025-10-22 10:31:48,English,Negative,0.9996,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.6971489191055298,Pricing & Bidding,high,95,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"oops ,poor service",1,2025-10-22 08:52:03,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4578960537910461,Support & Refunds,medium,18,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"Even though it's a rainy day today, riders are canceling bookings. I don't want to give a good review for such bad service. Disapointed. I will be uninstall this app",1,2025-10-21 18:05:05,English,Negative,0.9993,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3938043713569641,Support & Refunds,low,165,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"worst app ever,cannot find a ride even in an urgent situation",1,2025-10-21 06:55:28,English,Negative,0.9997,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.6230790019035339,App Bugs,medium,61,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
very bad useless app😡🤬🤬,1,2025-10-20 22:09:56,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3424569964408874,App Bugs,low,23,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
Very poor app and service. The app rarely works and constantly struggles to load. I eventally pre booked cars 24 hours in advance but was phoned from Pickme to say that only a small car was available and was a long way away so they would charge me extra to get the car to me. Also the car would not be on time. Waste of time.,1,2025-10-20 20:10:50,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4387077093124389,App Bugs,low,325,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
my phone not sport your update,1,2025-10-20 14:00:18,English,Negative,0.9871,NEGATIVE,"privacy, security, data, account safety",0.4160893559455871,Privacy & Security,low,30,zero-shot-bart-large-mnli,App Bugs,keyword_rule
useless application..just only small rain no vehicle to find 🤦,1,2025-10-19 19:29:04,English,Negative,0.9996,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4094739854335785,Support & Refunds,low,62,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
useless app can't find a driver on time,1,2025-10-19 15:05:04,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3559414744377136,App Bugs,low,39,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"The response by your partner outlet to accept and confirm the order is ready took over 30 mins. They have also cheated by including a handling fee after the order is confirmed, which is added to the bill later. No other outlet does so. Keells should make this charge known upfront without hiding it so that customers can decide if they wish to buy from Keells.",3,2025-10-19 14:30:00,English,Negative,0.9958,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.2564336955547333,Delivery Issues,low,360,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
worst customer care service i put a complaint on 5th of September and i had to talk back 10 more times still not an answer for the complaint,1,2025-10-19 12:11:59,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8565859198570251,Support & Refunds,high,140,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
me app eka Hoday eth Meka Jara app ekak karanne wada karana minissu hoyala balala e wage minissu Ayn kala nam hoday,1,2025-10-19 06:58:12,English,Negative,0.9947,NEGATIVE,"privacy, security, data, account safety",0.3340402245521545,Privacy & Security,low,115,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"I genuinely wanted to support a Sri Lankan brand and have been using PickMe for quite some time. But honestly, the app has become unreliable. I was double charged for a ride because of a ‘bid’ I never selected, and this isn’t the first time the app has acted glitchy. It’s frustrating when a service you trust turns into a hassle. Please fix the system and app stability — this experience was the final straw for me. I’ve decided to stop using PickMe until things improve, which I dont know when",1,2025-10-18 23:38:10,English,Negative,0.9985,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.7488484382629395,App Bugs,high,495,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
Pick me is real failing to meet its customers' needs. You can't get a ride even if someone is dying. Really disappointing. I won't recommend pick me to anyone. I wouldn't give it any stars if it is possible.,1,2025-10-17 18:08:13,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3037965893745422,Driver Behavior & Safety,low,207,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"so many drivers nearby yet none of them are taking the ride when it is needed. what is the point in becoming a rider if they don't take the ride , pick me needs to increase the standards if not people will cease to use the app",1,2025-10-17 17:56:15,English,Negative,0.9984,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6348028182983398,Driver Behavior & Safety,medium,226,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
fake app driver fraud order not rcvd and completed by driver after 2 days I'm editing this review that still not received my refund pickme agent said you will get your refund within 24 hours,1,2025-10-17 17:35:53,English,Negative,0.9985,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4505959749221802,Driver Behavior & Safety,medium,190,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"watch your stuff with this guy, not trust worthy. unlike most pickme drivers in my experience have been super.",1,2025-10-17 06:14:32,English,Negative,0.9959,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.665209174156189,Driver Behavior & Safety,high,110,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Not working for gbox app,1,2025-10-16 02:32:19,English,Negative,0.9993,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.378605455160141,App Bugs,low,24,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Too slow.. For the ride I was waiting long times..,1,2025-10-16 02:03:02,English,Negative,0.9989,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5716685652732849,Driver Behavior & Safety,medium,50,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"PickMe drivers seriously need better training —most of them have no manners and aren't professional, making passengers feel unsafe during rides. The pickup location is almost never accurate. On top of that, many drivers don’t seem to know or use shorter routes; instead, they deliberately take longer ones just to increase the fare, even when no stops are made. It feels like a scam because you end up paying more than the amount shown initially. In short, Uber is better. Doesn't deserve any stars.",1,2025-10-15 17:45:44,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9775707721710204,Driver Behavior & Safety,high,499,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Very hard to get any vehicle at times, even during non peak hours. Uber is way better and easier. Some nonsense new bidding system for drivers to keep asking for more money ruins this app even more. The self pick up (pickme food) section needs major fixes. Deleting this app. Absolutely no use to me anymore.",2,2025-10-13 12:06:52,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3140155971050262,Driver Behavior & Safety,low,308,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
worst app dont download this app,1,2025-10-10 21:26:13,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3302091956138611,App Bugs,low,32,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Meya minissunta baninawa. ktha kranna dan ne.,1,2025-10-10 13:19:05,English,Negative,0.9874,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3056998252868652,Driver Behavior & Safety,low,45,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"I didn’t receive my refund. I didn’t get the food, and the rider didn’t pick it up but marked the order as completed on the app. No one has resolved this issue, and my complaint was closed even though it’s not yet resolved. Please look into this matter.",1,2025-10-08 19:30:37,English,Negative,0.9944,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6171992421150208,Support & Refunds,medium,253,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
no use of this new version app not supporting to my android phone any more im not using pick me now I have informed to the pick me Customer support service one of the agent spoke to me she has no any idea about this new version,1,2025-10-07 18:02:07,English,Negative,0.9993,NEGATIVE,"privacy, security, data, account safety",0.3161517679691314,Privacy & Security,low,227,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
been scammed twice with food nor being delivered,1,2025-10-06 16:18:04,English,Negative,0.9996,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.84861820936203,Delivery Issues,high,48,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
want to android 7,1,2025-10-05 20:25:35,English,Negative,0.8347,NEGATIVE,"privacy, security, data, account safety",0.2786629199981689,Privacy & Security,low,17,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"Very worst customer service! I reported an issue, and no one even bothered to respond or check the chat properly. You people just ignore it like it's nothing! And the funniest part? Your company rating itself is below average — that says everything! Still, we trusted your service. That’s our biggest mistake. Totally disappointing and unprofessional!",1,2025-10-05 19:38:13,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.7052723169326782,Support & Refunds,high,351,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
"Almost good. But i cant activate pick me pass, there is an error...",2,2025-10-05 14:59:32,English,Negative,0.9985,NEGATIVE,"privacy, security, data, account safety",0.3618637323379516,Privacy & Security,low,67,zero-shot-bart-large-mnli,App Bugs,keyword_rule
When I order it mostly takes half an hour and sometimes it charges too much 🙃,1,2025-10-04 18:51:19,English,Negative,0.9994,NEGATIVE,"privacy, security, data, account safety",0.2379885613918304,Privacy & Security,low,77,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
I was prompted to update the PickMe app in my phone and I tried to download the updated app and still I'm without the app obtain your service,1,2025-10-04 13:15:00,English,Negative,0.9995,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3759130239486694,Support & Refunds,low,141,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Useless spam notifications. Late night fee despite being a premium member. Exorbitant price hikes during rush hour. App lags in older phone models which is a problem for almost all tuk drivers and gives the longest possible route in certain journeys. my daily commute to work and back is ALWAYS a longer route despite multiple other shorter routes being available. Services provided are good and seems like top brass has a good strategy but technical and user marketing sense is trash.,1,2025-10-03 23:29:53,English,Negative,0.9992,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4805050194263458,App Bugs,medium,485,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"drivers not confirming the ride, but shows lot of riders in the map, this happens lot of time, very time wasting, and sometimes when book a rider, coming an other vehicle with a different number plate... not only that there are so many problems, some drivers add a bill before they pick us, so the price becomes increase more than shows on the bill after finish the ride",1,2025-10-03 23:14:31,English,Negative,0.9856,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7457550168037415,Driver Behavior & Safety,high,370,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
they put big marketing their ickme drivers accept card payments. total lies . they always cancel the ride when it comes to card payments,1,2025-10-03 18:14:11,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5389231443405151,Driver Behavior & Safety,medium,136,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Pickme needs to fix the drivers rules because the drivers most of the time don't accept the ride even if there are drivers nearby. When we urgently need to go somewhere its very hard cause no drivers takes the ride if it's below 400. So please pickme get that fixed with your drivers,1,2025-10-03 08:45:11,English,Negative,0.9991,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7086954116821289,Driver Behavior & Safety,high,283,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Absolutely terrible with assigning drivers when they have an issue even though both the restaurant and I (the client) addressed the issue on call 4 times,1,2025-10-02 15:03:08,English,Negative,0.9992,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8001492619514465,Support & Refunds,high,153,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
"awful experience. ordered dinner. canceled after waiting 30 mins. tried ordering again and the same thing happened after 30 minutes, even though the order said it was ready for pickup by the driver. no explanation. now almost no place is open because it's too late. what's the point of this?",1,2025-10-01 22:06:30,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5370420217514038,Driver Behavior & Safety,medium,291,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
very slow in app now before good,2,2025-10-01 16:23:34,English,Negative,0.9992,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4033728539943695,Driver Behavior & Safety,low,32,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
i have gold member and daily use the app for go to office and home - price show 220LKR and when end the trip show price 400LKR.,1,2025-09-30 18:02:16,English,Negative,0.932,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.5119950771331787,Pricing & Bidding,medium,127,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
I can't download it,1,2025-09-30 13:24:09,English,Negative,0.9943,NEGATIVE,"privacy, security, data, account safety",0.3412635624408722,Privacy & Security,low,19,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"Absolutely no privacy in this app. Phone numbers are visible to drivers, and many of them keep calling and harassing customers even after the ride especially unsafe for female passengers. Drivers can register without proper checks, which makes it worse. PickMe Food is just as bad. There’s no proper refund system if an order is delayed or wrong, they just call and bargain instead of giving a fair solution. Even when the delay is on their side, nothing happens because all they care about is takin",1,2025-09-30 10:03:56,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5391152501106262,Support & Refunds,medium,499,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
there drivers are didn't pay correctly.when the charge is 192 rupees and when we gave 200 The rest of the money will not be given by them.,1,2025-09-29 18:43:47,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3740149438381195,Driver Behavior & Safety,low,138,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
I had a really good experience with PickMe so far but recently i had a problem with food that i ordered and which was never delivered and the order was cancelled. I got an sms saying the funds would be refunded but so far it hasn't been refunded. My main Problem is that i dont feel like calling the hotline so i just wish they find a way to allow us to report problems like this in-app and that's a problem because the cancelled food order isnt even appearing even though i paid for it.,2,2025-09-28 19:19:23,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.531891942024231,Support & Refunds,medium,487,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
The driver gets really mad when we cancel a trip 😡.,1,2025-09-28 15:48:21,English,Negative,0.9989,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7932032346725464,Driver Behavior & Safety,high,51,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Update eka enne naaa,1,2025-09-28 14:14:57,English,Negative,0.9684,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3137082457542419,Driver Behavior & Safety,low,20,zero-shot-bart-large-mnli,App Bugs,keyword_rule
no tuks. despite being a platinum user i cant get a tuk at all. useless waste of space on my phone,1,2025-09-27 19:06:57,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3093469142913818,Support & Refunds,low,98,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"PickMe is now charging extra hidden costs. If the driver is coming from more than 3 km away, they add that distance to the customer’s bill as “surge,” without informing clearly. Customers only see it after the ride, which feels unfair and misleading. Transparency is very important—please be honest with your charges.",1,2025-09-26 19:38:37,English,Negative,0.8618,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.582374095916748,Pricing & Bidding,medium,317,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
the loyalty programme is totally fake,1,2025-09-26 13:57:02,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3214365839958191,Support & Refunds,low,37,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"I don't understand how this is calculated, because I have to pay one amount when I get home from work in the evening and another amount in the morning. Because the road is narrower in the evening? There's no way the journey will be longer in the morning.",1,2025-09-26 08:46:58,English,Negative,0.9988,NEGATIVE,"privacy, security, data, account safety",0.2668990194797516,Privacy & Security,low,254,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Most useless app in Sri Lanka! Everyday drivers going round and round saying map is not working. Why keep a share button if you are unable to share trip details? This app is totally a waste of time!,1,2025-09-26 02:27:24,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.5972321033477783,App Bugs,medium,198,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"Disappointed experience with PickMe! They over charged me without any prior notice, that was completely unfair. The service was not worth for the additional cost. They should improve their pricing transparency in future. Never ride with pickme again until they improve their transparency They shows very high fare after a ride than estimated fare",1,2025-09-25 01:20:23,English,Negative,0.9996,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.6831687688827515,Pricing & Bidding,high,346,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
courier option is not working anymore,1,2025-09-23 19:50:03,English,Negative,0.9991,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.2668197453022003,Support & Refunds,low,37,zero-shot-bart-large-mnli,App Bugs,keyword_rule
bad nod good wery bad,1,2025-09-22 22:49:45,English,Negative,0.9813,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.2448489516973495,Driver Behavior & Safety,low,21,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
I ordered a Biriyani from Kurtosh Pita Kotte. They sent me only the Rice and the piece of Chicken. Accompaniments that should have come with the rice didn't come. There was not even gravy. Very bad service.,1,2025-09-22 15:28:00,English,Negative,0.9986,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.6982652544975281,Delivery Issues,high,206,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
wrost First thing they ask when we book a ride cash or card . If we say card booking is cancled 😂 Worst navigation as well. sometimes driver confirm over ride and go other hires wasting over time.,1,2025-09-22 07:33:56,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5939249396324158,Driver Behavior & Safety,medium,196,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Uber better to is good app pick me very very bad guys 😠😠😠😠😠😠,1,2025-09-22 02:16:47,English,Negative,0.9971,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3747908473014831,Driver Behavior & Safety,low,60,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"i didnt receive my food order even tho i paid for it . there was no driver assigned to me so i cant even do nothing , theres no order in my activity list . hope the they see this and fix there wromg doing to me",1,2025-09-21 23:19:34,English,Negative,0.9989,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6223224401473999,Driver Behavior & Safety,medium,210,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"Worst app period. Book a ride and the rider says he's 3km away. But in the app it shows 100 m. Neither of us can cancel the trip too. Fix your bugs pickme, pathetic.",1,2025-09-21 13:03:54,English,Negative,0.9992,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.5820130109786987,App Bugs,medium,165,zero-shot-bart-large-mnli,App Bugs,keyword_rule
very bad app for riders,1,2025-09-20 13:30:07,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3724496364593506,App Bugs,low,23,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
Pickme is charging Rs.100 late night fee. Uber doesn't do that. Time to switch until Pickme removes this. We will pay our tips to the driver for late night deliveries. Not a cent for you guys because you're virtual machines that run your web app doesn't get sleep deprivation.,1,2025-09-19 23:11:43,English,Negative,0.9925,NEGATIVE,"privacy, security, data, account safety",0.2829118967056274,Privacy & Security,low,276,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
verh bad app no drivers for an emergency very bad no drivers in the app at all close the app,1,2025-09-19 20:27:48,English,Negative,0.9988,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6867339611053467,Driver Behavior & Safety,high,92,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
please check location sharing not functioning,2,2025-09-19 14:34:59,English,Negative,0.9997,NEGATIVE,"privacy, security, data, account safety",0.6886619925498962,Privacy & Security,high,45,zero-shot-bart-large-mnli,Privacy & Security,auto_high_confidence
They are the worst. Not taking our transports.,1,2025-09-19 07:05:43,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8335901498794556,Driver Behavior & Safety,high,46,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
ANYONE CAN SIGN UP WITH THIS APP. THEY DO NOT TRAIN THEIR DRIVERS. HALF THE TIME THEY DON'T KNOW WHAT THEY'RE DOING OR WHERE THEY'RE GOING. THE DRIVERS ASK ME WHERE TO GO AND IF MY LOCATION IS CORRECT. DON'T ASK ME TO DO YOUR JOB. PICK ME SHOULD BE PAYING ME.,1,2025-09-18 12:42:45,English,Negative,0.9994,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4057449400424957,Driver Behavior & Safety,low,259,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"Lack of Accountability ""Even after reporting bad driver behavior, PickMe did not follow up properly. It feels like the organization doesn’t care about customer safety or feedback."" Unprofessional Standards ""PickMe as an organization needs to improve its quality control. Many drivers are rude or cancel rides, and there seems to be no strict action taken against them.""",1,2025-09-18 11:40:16,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9454266428947448,Driver Behavior & Safety,high,369,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Extremely disappointed with PickMe. The app gave a wrong route, and the driver abandoned me on a deserted road after I had already paid by card. He was aggressive, rude, and behaved like a thug, leaving me unsafe and stranded. I had to withdraw cash, take another taxi, spend extra money, and missed my appointment. Be very careful using PickMe – the app is unreliable, drivers are dangerous, and your safety is at risk.",1,2025-09-17 22:03:08,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9851193428039552,Driver Behavior & Safety,high,420,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Worst drivers ever.,1,2025-09-17 08:35:21,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8511230945587158,Driver Behavior & Safety,high,19,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Extremely Disappointed with PickMe I’ve had two deeply frustrating experiences with PickMe. First, I lost valuable items during a ride, and when I contacted customer service, they simply told me to report it to the police—no support or accountability. Second, the fare shown befo after a big conversation it ended up with sorry. from customer service.",1,2025-09-15 23:06:23,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5049552321434021,Driver Behavior & Safety,medium,351,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
"Dear PickMe Support Team, I am very disappointed with a problem I face regularly when using PickMe. After booking a ride, some drivers ask whether I will pay by card or cash. When I say that I will pay by card, the drivers cancel my booking. This has happened several times and causes a lot of inconvenience. I kindly request you to look into this matter and take necessary action to ensure that drivers accept all available payment methods on the app. Thank you for your attention to this issue.",1,2025-09-15 19:28:32,English,Negative,0.9981,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2781046032905578,App Bugs,low,496,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
why i cant download pickme in huwawei phone we need it,1,2025-09-15 11:28:28,English,Negative,0.9937,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.368859201669693,App Bugs,low,54,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
they charge hidden charges for serching. and very hard to complane agents service .,1,2025-09-13 19:05:42,English,Negative,0.9987,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.391857773065567,Support & Refunds,low,83,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
Amma oka pick me bang meke,1,2025-09-13 11:40:13,English,Negative,0.9694,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4781527519226074,Driver Behavior & Safety,medium,26,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
